original_id,value,unit,year,metric_type,context_preview,reason,confidence,kept_record_id
12128,80.0,percentage,2025,employment,"ex- posed to llms. based on the 𝛽 values, we estimate that 80% of workers belong to an occupa- tion ...",Duplicate record (keeping first occurrence),0.9,5972.0
12129,10.0,percentage,2025,employment,"that 80% of workers belong to an occupa- tion with at least 10% of its tasks exposed to llms, while ...",Duplicate record (keeping first occurrence),0.9,5973.0
12130,19.0,percentage,2025,employment,"tion with at least 10% of its tasks exposed to llms, while 19% of workers are in an occupa- tion whe...",Duplicate record (keeping first occurrence),0.9,5974.0
12131,2.3,percentage,2025,percentages,"asks exposed. for example, human annotators determined that 2.3% of occupations are 𝛼50-exposed, 21....",Duplicate record (keeping first occurrence),0.9,6002.0
12132,21.6,percentage,2025,percentages,"tators determined that 2.3% of occupations are 𝛼50-exposed, 21.6% are 𝛽50-exposed, and 47.3% are 𝜁50...",Duplicate record (keeping first occurrence),0.9,6003.0
12133,47.3,percentage,2025,percentages,"of occupations are 𝛼50-exposed, 21.6% are 𝛽50-exposed, and 47.3% are 𝜁50-exposed, where the threshol...",Duplicate record (keeping first occurrence),0.9,6004.0
12134,50.0,percentage,2025,percentages,"-exposed, and 47.3% are 𝜁50-exposed, where the threshold of 50% comes from the x-axis and the percen...",Duplicate record (keeping first occurrence),0.9,5975.0
12135,50.0,percentage,2025,percentages,"reduction in time it takes to complete the task by at least 50% (see exposure rubric a.1). as such, ...",Duplicate record (keeping first occurrence),0.9,5975.0
12136,50.0,percentage,2025,employment,the percentage of workers in occupations with greater than 50% 𝛽 ex- posure in job zones 1 through 5...,Duplicate record (keeping first occurrence),0.9,5975.0
12137,0.0,percentage,2025,employment,"er than 50% 𝛽 ex- posure in job zones 1 through 5 have 𝛽 at 0.00% (job zone 1), 6.11% (job zone 2), ...",Duplicate record (keeping first occurrence),0.9,6008.0
12138,6.11,percentage,2025,employment,"sure in job zones 1 through 5 have 𝛽 at 0.00% (job zone 1), 6.11% (job zone 2), 10.57% (job zone 3),...",Duplicate record (keeping first occurrence),0.9,6009.0
12139,10.57,percentage,2025,employment,"through 5 have 𝛽 at 0.00% (job zone 1), 6.11% (job zone 2), 10.57% (job zone 3), 34.5% (job zone 4),...",Duplicate record (keeping first occurrence),0.9,6010.0
12140,34.5,percentage,2025,employment,".00% (job zone 1), 6.11% (job zone 2), 10.57% (job zone 3), 34.5% (job zone 4), and 26.45% (job zone...",Duplicate record (keeping first occurrence),0.9,6011.0
12141,26.45,percentage,2025,employment,"(job zone 2), 10.57% (job zone 3), 34.5% (job zone 4), and 26.45% (job zone 5), respectively. job zo...",Duplicate record (keeping first occurrence),0.9,6012.0
12142,1.0,percentage,2020,percentages,ly significant as- sociations with llm exposure scores at a 1% level. coefficients on ai scores from...,Duplicate record (keeping first occurrence),0.9,970.0
12143,5.0,percentage,2020,percentages,"2020) are also positive and statistically significant at a 5% level, but our secondary prompt on ove...",Duplicate record (keeping first occurrence),0.9,971.0
12144,60.7,percentage,2025,percentages,"t of occupations. in all regressions, the 𝑅2 ranges between 60.7% (column 3) and 72.8% (column 5). t...",Duplicate record (keeping first occurrence),0.9,6015.0
12145,72.8,percentage,2025,percentages,"all regressions, the 𝑅2 ranges between 60.7% (column 3) and 72.8% (column 5). this sug- gests that o...",Duplicate record (keeping first occurrence),0.9,6016.0
12146,40.0,percentage,2025,percentages,"explicitly focuses on llm capabilities, has between 28 and 40% unexplained variance compared to othe...",Duplicate record (keeping first occurrence),0.9,5983.0
12147,19.0,percentage,2025,employment,th high exposure. our analysis indicates that approximately 19% of jobs have at least 50% of their t...,Duplicate record (keeping first occurrence),0.9,5974.0
12148,50.0,percentage,2025,employment,ysis indicates that approximately 19% of jobs have at least 50% of their tasks exposed to llms when ...,Duplicate record (keeping first occurrence),0.9,5975.0
12149,30.0,usd,2025,employment,"lso increases, with the median worker in job zone 1 earning $ 30,230 and the median worker in job zo...",Duplicate record (keeping first occurrence),0.9,6020.0
12150,80.0,usd,2025,employment,"arning $ 30,230 and the median worker in job zone 5 earning $ 80,980. all of our measures (𝛼, 𝛽, and...",Duplicate record (keeping first occurrence),0.9,6021.0
12151,30.0,usd,2025,employment,") food preparation workers, dish- washers, floor sanders $30,230 13,100 0.03 0.04 0.06 0.06 0.09 0.0...",Duplicate record (keeping first occurrence),0.9,6020.0
12152,38.0,usd,2025,dollar_amounts,"a orderlies, cus- tomer service rep- resentatives, tellers $38,215 73,962 0.07 0.12 0.16 0.20 0.24 0...",Duplicate record (keeping first occurrence),0.9,6023.0
12153,54.0,usd,2025,dollar_amounts,"iate’s degree electricians, bar- bers, medical assistants $54,815 37,881 0.11 0.14 0.26 0.32 0.41 0....",Duplicate record (keeping first occurrence),0.9,6024.0
12154,77.0,usd,2025,cost,"ase adminis- trators, graphic de- signers, cost estimators $77,345 56,833 0.23 0.18 0.47 0.51 0.71 0...",Duplicate record (keeping first occurrence),0.9,6025.0
12155,81.0,usd,2025,dollar_amounts,"master’s degree or higher pharmacists, lawyers, astronomers $81,980 21,221 0.23 0.13 0.43 0.45 0.63 ...",Duplicate record (keeping first occurrence),0.9,6026.0
12156,77.0,usd,2025,revenue,"d median income tot emp (000s) h 𝜶 m 𝜶 h 𝜷 m 𝜷 h 𝜻 m 𝜻 none $77,440 90,776 0.20 0.16 0.42 0.46 0.63 ...",Duplicate record (keeping first occurrence),0.9,6025.0
12157,55.0,usd,2025,dollar_amounts,"$77,440 90,776 0.20 0.16 0.42 0.46 0.63 0.76 apprenticeship $55,995 3,066 0.01 0.02 0.04 0.06 0.07 0...",Duplicate record (keeping first occurrence),0.9,6028.0
12158,77.0,usd,2025,dollar_amounts,"95 3,066 0.01 0.02 0.04 0.06 0.07 0.10 internship/residency $77,110 3,063 0.16 0.06 0.36 0.38 0.55 0...",Duplicate record (keeping first occurrence),0.9,6025.0
12159,33.0,usd,2025,employment,".16 0.06 0.36 0.38 0.55 0.71 short-term on-the-job training $33,370 66,234 0.11 0.15 0.21 0.25 0.32 ...",Duplicate record (keeping first occurrence),0.9,6030.0
12160,46.0,usd,2025,employment,"0.15 0.21 0.25 0.32 0.34 moderate-term on-the-job training $46,880 31,285 0.09 0.12 0.21 0.25 0.32 0...",Duplicate record (keeping first occurrence),0.9,6031.0
12161,48.0,usd,2025,employment,"0.09 0.12 0.21 0.25 0.32 0.38 long-term on-the-job training $48,925 5,070 0.08 0.10 0.18 0.22 0.28 0...",Duplicate record (keeping first occurrence),0.9,6032.0
12162,31.0,usd,2025,dollar_amounts,"s) h 𝜶 m 𝜶 h 𝜷 m 𝜷 h 𝜻 m 𝜻 no formal educational credential $31,900 36,187 0.05 0.06 0.10 0.10 0.15 ...",Duplicate record (keeping first occurrence),0.9,6033.0
12163,45.0,usd,2025,dollar_amounts,"0.06 0.10 0.10 0.15 0.15 high school diploma or equivalent $45,470 67,033 0.09 0.13 0.20 0.25 0.31 0...",Duplicate record (keeping first occurrence),0.9,6034.0
12164,48.0,usd,2025,dollar_amounts,"0.09 0.13 0.20 0.25 0.31 0.37 postsecondary nondegree award $48,315 9,636 0.07 0.15 0.19 0.28 0.31 0...",Duplicate record (keeping first occurrence),0.9,6032.0
12165,40.0,usd,2025,dollar_amounts,"9,636 0.07 0.15 0.19 0.28 0.31 0.41 some college, no degree $40,970 2,898 0.23 0.34 0.39 0.53 0.55 0...",Duplicate record (keeping first occurrence),0.9,6036.0
12166,60.0,usd,2025,dollar_amounts,",970 2,898 0.23 0.34 0.39 0.53 0.55 0.72 associate’s degree $60,360 3,537 0.12 0.14 0.31 0.36 0.49 0...",Duplicate record (keeping first occurrence),0.9,6037.0
12167,78.0,usd,2025,dollar_amounts,"0,360 3,537 0.12 0.14 0.31 0.36 0.49 0.59 bachelor’s degree $78,375 71,698 0.23 0.17 0.47 0.51 0.70 ...",Duplicate record (keeping first occurrence),0.9,6038.0
12168,79.0,usd,2025,dollar_amounts,"78,375 71,698 0.23 0.17 0.47 0.51 0.70 0.84 master’s degree $79,605 3,216 0.26 0.14 0.46 0.44 0.66 0...",Duplicate record (keeping first occurrence),0.9,6039.0
12169,82.0,usd,2025,dollar_amounts,"26 0.14 0.46 0.44 0.66 0.74 doctoral or professional degree $82,420 5,290 0.21 0.13 0.41 0.43 0.60 0...",Duplicate record (keeping first occurrence),0.9,6040.0
12170,0.0,number,2025,employment,"h potential implications for the workforce. there are 3,504,000 workers for whom we lack data on edu...",Duplicate record (keeping first occurrence),0.9,6041.0
