value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date,metric_id
18.0,number,ai_implementation_count,financial_services,com static 5ef0b24bc96ec4739e7275d3 t 5fb58df18fbd7f2b94b5b5cd 1605733874729 SRI 1 - Initiatives in AI Governance.pdf 147 https:  www.nitrd.gov nitrdgroups images c c1 American-AI-Initiative-One-Ye,37,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Initiatives,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896278,2101
40.0,number,ai_implementation_count,financial_services,"ec.europa.eu en policies european-approach-artificial-intelligence, https:  eur-lex.europa.eu legal-content EN  TX",37,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896268,2088
44.0,number,ai_implementation_count,financial_services,"ec.europa.eu en policies european-approach-artificial-intelligence, https:  eur-lex.europa.eu legal-content EN  TXT",37,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896268,2089
145.0,number,ai_implementation_count,financial_services,"ec.europa.eu en policies european-approach-artificial-intelligence, https:  eur-lex.europa.eu legal-content EN  TXT  qid 162",37,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896269,2090
147.0,number,ai_implementation_count,financial_services,pdf 147 https:  www.nitrd.gov nitrdgroups images c c1 American-AI-Initiative-One-Year-Annual-Report.pdf,37,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],American,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896281,2105
163.0,number,ai_implementation_count,financial_services,"163 Authoritarian powers can put AI to powerful use in building upon and reinforcing existing citizen surveillance programs, which has widespread implica",39,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Authoritarian,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896317,2153
164.0,number,ai_implementation_count,financial_services,"164 In addition, some international coordination could help ease tensions building up as nations strive to position themselves for dominance in AI.165 Re",39,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896317,2154
2020.0,number,ai_implementation_count,financial_services,"In addition to representing a range of scholarly specialties, the panel had diverse representation in terms of home geographic regions, genders, and",1,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895798,1481
19.0,number,ai_implementation_count,financial_services,The accomplishment of the Study Panel is that much more impressive considering the inability to meet face-to-face during the ongoing COVID-19 global pandemic.,1,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Study Panel,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895799,1482
238.0,number,ai_implementation_count,financial_services,"roaches like PredPol, software originally developed by the Los Angeles Police Department and UCLA that purports to help protect one in 33 US citizens,238 predict when, where, and how crime will occur.",52,6,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Los Angeles Police Department,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896533,2438
239.0,number,ai_implementation_count,financial_services,"239 When datasets disproportionately represents the lower power members of society, flagrant discrimination is a likely result.",52,6,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],When,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896534,2439
0.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities that provide true understanding and pow",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210141,1191
90.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210140,1189
256.0,number,ai_implementation_count,financial_services,"256 In Western Europe, that share hit its highest level since at least 2005. The layperson narrative of the interplay between artificial intelligence tec",56,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],In Western Europe,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896592,2518
18.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities that provide true understanding and",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210140,1190
28.0,percentage,ai_budget_percentage,financial_services,"While 28% of organizations are in the  scaling  and  realizing  stages, there s considerable optimism in most organizations, with 44% actively laying the groun",43,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],While,AI strategy.pdf,2025-07-24T17:20:01.210079,1103
28.0,count,ai_implementation_count,financial_services,"While 28% of organizations are in the  scaling  and  realizing  stages, there s considerable optimism in most organizations, with 44% actively laying the grou",43,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],While,AI strategy.pdf,2025-07-24T17:20:01.210080,1104
345.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574909,7609
882.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent ten,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574911,7610
2022.0,number,ai_implementation_count,financial_services,5pp annually for the 10 years following widespread,14,17,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763365,12402
2040.0,number,ai_implementation_count,financial_services,5pp annually for the 10 years following widespread,14,17,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763366,12403
1.5,number,ai_implementation_count,financial_services,5pp annually for the 10 years following widespread,14,17,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763367,12404
591.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV mean 40.64 2.559 0.822 79.59,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574914,7615
5.0,number,ai_implementation_count,financial_services,5pp annually for the 10 years following widespread,14,17,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763368,12405
119.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574907,7607
369.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Ye,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574909,7608
524.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Y,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574911,7611
21.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574912,7612
839.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV mea,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574913,7613
541.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV mean 40.64 2.559 0.822 7,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574914,7614
563.0,number,ai_implementation_count,financial_services,563 0.371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV mean 40.64 2.559 0.822 79.59,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574915,7616
371.0,number,ai_implementation_count,financial_services,371 0.526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV mean 40.64 2.559 0.822 79.59,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574916,7617
40.64,number,ai_implementation_count,financial_services,526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV mean 40.64 2.559 0.822 79.59,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574917,7618
40.0,number,ai_implementation_count,financial_services,526 Year month FE Yes Yes Yes Yes Agent FE Yes Yes Yes Yes Agent tenure FE Yes Yes Yes Yes DV mean 40.64 2.559 0.822 79.59,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574917,7619
2023.0,number,ai_implementation_count,financial_services,Few  superstar  cities and emerging hubs were leaders in early adoption,14,24,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763373,12412
132.0,number,ai_implementation_count,financial_services,591 0.563 0.371 0.526 Year month FE Yes Yes Yes Yes A,20,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574906,7606
0.562,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2.123 2.176 2.176,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574882,7575
562.0,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2.123 2.176 2.176,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574883,7576
2.123,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2.123 2.176 2.176,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574884,7577
192.0,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2.123,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574879,7571
0.044,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574877,7568
440.0,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574878,7569
13.0,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574879,7570
12.0,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2.123 2.,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574880,7572
295.0,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2.123 2.176,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574881,7573
249.0,number,ai_implementation_count,financial_services,575 Year month FE Yes Yes Yes Location FE Yes Yes Yes Agent FE   Yes Yes Agent tenure FE     Yes DV mean 2.123 2.176 2.176,18,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Year,Generative AI at Work.pdf,2025-07-24T17:20:18.574881,7574
3.4,percentage,productivity_improvement,financial_services,5-3.4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670844,11207
3.4,number,ai_implementation_count,financial_services,5-3.4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670845,11208
4.0,number,ai_implementation_count,financial_services,4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670846,11209
150.0,number,ai_implementation_count,financial_services,"the four cities the company provides 150,000 paid rides per",156,27,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379184,8903
0.0,number,ai_implementation_count,financial_services,"the four cities the company provides 150,000 paid rides per",156,27,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379184,8904
10.0,number,ai_implementation_count,financial_services,"plans to test its vehicles in 10 additional cities, including Las",156,29,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379185,8905
17.0,number,ai_implementation_count,financial_services,Figure 17 directly compares the prevalence of occupations between direct assignment and cluster-based approaches at different aggregation levels. Figure 18 sho,29,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192545,6144
18.0,number,ai_implementation_count,financial_services,"Figure 18 shows how occupation prevalence varies across all aggregation levels, while Figure 19 presents the correlation metrics alongside mean squared error m",29,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192546,6145
19.0,number,ai_implementation_count,financial_services,"Figure 18 shows how occupation prevalence varies across all aggregation levels, while Figure 19 presents the correlation metrics alongside mean squared error measurements.",29,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192547,6146
20.0,number,ai_implementation_count,financial_services,Figure 20 shows the difference in usage by median salary between direct assignment and cluster assignment.,29,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192548,6147
22.0,number,ai_implementation_count,financial_services,Figure 22 directly compares the prevalence of tasks between direct assignment and cluster-based approaches at different aggregation levels. Fig- ure 23 shows h,32,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192555,6155
23.0,number,ai_implementation_count,financial_services,"Fig- ure 23 shows how task prevalence varies across all aggregation levels, while Figure 24 presents the correlation metrics alongside mean squared error measure",32,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192556,6156
24.0,number,ai_implementation_count,financial_services,"Fig- ure 23 shows how task prevalence varies across all aggregation levels, while Figure 24 presents the correlation metrics alongside mean squared error measurements.",32,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192557,6157
4.0,number,ai_implementation_count,financial_services,"134 Article 4: The provision and use of generative AI services shall comply with the requirements of laws and admin- istrative regulations, respect social mores, e",66,6,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Article,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763703,12855
14.0,number,ai_implementation_count,financial_services,Figure 14 directly compares the prevalence of occu- pational categories between direct assignment and cluster-based approaches at different aggregation levels.,27,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192538,6137
15.0,number,ai_implementation_count,financial_services,"Figure 15 shows how category prevalence varies across all aggregation levels, while Figure 16 presents the correlation metrics alongside mean squared error mea",27,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192539,6138
16.0,number,ai_implementation_count,financial_services,"Figure 15 shows how category prevalence varies across all aggregation levels, while Figure 16 presents the correlation metrics alongside mean squared error measurements.",27,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192540,6139
1.0,number,ai_implementation_count,financial_services,"Thanks to the availability and use of large data sets and transactional data1 and hardware developments, governments could realize new goals (Ulnicane et al.",1,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Thanks,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703070,6175
2021.0,number,ai_implementation_count,financial_services,"2021  Margetts and Dorobantu 2019  Hitz-Gamper, Neumann, and Stürmer 2019), such as better decision-making and forecasting, improved communication between",1,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Margetts,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703071,6176
1.5,number,ai_implementation_count,financial_services,The McKinsey Global Institute forecasts that generative AI could lead to a 1.5-3.4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Global Institute,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670841,11204
1.0,number,ai_implementation_count,financial_services,The McKinsey Global Institute forecasts that generative AI could lead to a 1.5-3.4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Global Institute,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670842,11205
5.0,number,ai_implementation_count,financial_services,5-3.4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670843,11206
36.0,number,ai_implementation_count,financial_services,"eu en library ethics-guidelines-trustworthy-ai 37In the EU, the Council of Europe AI Convention, is also set to",22,31,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Council,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763436,12495
37.0,number,ai_implementation_count,financial_services,"eu en library ethics-guidelines-trustworthy-ai 37In the EU, the Council of Europe AI Convention, is also set to be the first international treaty on AI about legal standards in human rights, democrac",22,31,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Council,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763437,12496
2020.0,number,ai_implementation_count,financial_services,"for citizen collaboration) (Chen, Walker, and Sawhney 2020  Walker 2007).",6,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Chen,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703119,6234
2007.0,number,ai_implementation_count,financial_services,"for citizen collaboration) (Chen, Walker, and Sawhney 2020  Walker 2007).",6,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Chen,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703120,6235
2.0,number,ai_implementation_count,financial_services,"with a root mean square deviation (RMSD) below 2 Å, an",291,13,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379584,9463
47.0,percentage,ai_budget_percentage,financial_services,"and 47% citing model bias, there is ample evidence that",181,24,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379272,9025
47.0,number,ai_implementation_count,financial_services,"and 47% citing model bias, there is ample evidence that",181,24,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379273,9026
10.1177,number,ai_implementation_count,financial_services,"doi:10.1177 0894439320979953. December. Carrasco, Miguel, Steven Mills, Adam Whybrew, and Adam Jura. 2019.  The citizen s perspective on",23,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],December,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703278,6437
1177.0,number,ai_implementation_count,financial_services,"1177 0894439320979953. December. Carrasco, Miguel, Steven Mills, Adam Whybrew, and Adam Jura. 2019.  The citizen s perspective on",23,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],December,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703279,6438
2.0,number,ai_implementation_count,financial_services,"com  publications 2019 citizen-perspective-use-artificial-intelligence-government-digital- benchmarking Chatfield, Akemi",23,10,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Chatfield,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703280,6439
13.0,number,ai_implementation_count,financial_services,"13 We estimate Equation (1) via two-stage least squares (2SLS), using an instrument Zit, a dummy variable equal to one for developers randomized into tr",9,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Equation,Affects of GenAI on Highskilled Work.pdf,2025-07-24T17:20:00.779262,591
1.0,number,ai_implementation_count,financial_services,"13 We estimate Equation (1) via two-stage least squares (2SLS), using an instrument Zit, a dummy variable equal to one for developers randomized into treatment following the ex",9,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Equation,Affects of GenAI on Highskilled Work.pdf,2025-07-24T17:20:00.779263,592
2.0,number,ai_implementation_count,financial_services,"13 We estimate Equation (1) via two-stage least squares (2SLS), using an instrument Zit, a dummy variable equal to one for developers randomized into treatment following the experiment s start.",9,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Equation,Affects of GenAI on Highskilled Work.pdf,2025-07-24T17:20:00.779263,593
4.0,number,ai_implementation_count,financial_services,"lasts just one month: at t   0, developers are randomized into treatment and control groups, where control is not allowed access to Copilot until t   4.",9,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Copilot,Affects of GenAI on Highskilled Work.pdf,2025-07-24T17:20:00.779265,595
2.0,number,ai_implementation_count,financial_services,Ordinary least squares estimates of Equations (1) and (2) may be biased if treatment effects,14,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Ordinary,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247901,2985
1.0,number,ai_implementation_count,financial_services,Ordinary least squares estimates of Equations (1) and (2) may be biased if treatment effects,14,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Ordinary,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247900,2984
2017.0,number,ai_implementation_count,financial_services,2017.  Artificial Intelligence for Citizen Services and Government,25,20,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Artificial Intelligence,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703429,6629
50.0,number,ai_implementation_count,financial_services,"Together, these four regions account for more than 50% of the group s total postings. Another tier of solidly growing AI cities St. Louis, Mo.  Providence, R.",28,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Together,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576770,10438
17.0,number,ai_implementation_count,financial_services,"he various Agencies and Departments can be found in the EO and are conveniently summarized in the Congressional Research Service s report of November 17th, 2023:https:  crsreports.",32,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Agencies,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763511,12595
71.0,number,ai_implementation_count,financial_services,gov  product pdf R R47843 71See Appendix A.1 for the full definition of dual-use foundation models. 724.6. Soliciting Input on Dual-Use Foundation Models with Widely Available Mo,32,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Appendix,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763512,12597
724.6,number,ai_implementation_count,financial_services,724.6. Soliciting Input on Dual-Use Foundation Models with Widely Available Model Weights. When the weights for a dual-use foundation model are widely avai,32,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Soliciting Input,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763513,12598
724.0,number,ai_implementation_count,financial_services,724.6. Soliciting Input on Dual-Use Foundation Models with Widely Available Model Weights. When the weights for a dual-use foundation model are widely av,32,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Soliciting Input,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763514,12599
6.0,number,ai_implementation_count,financial_services,6. Soliciting Input on Dual-Use Foundation Models with Widely Available Model Weights. When the weights for a dual-use foundation model are widely avai,32,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Soliciting Input,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763515,12600
95.0,number,ai_implementation_count,financial_services,"95 In this view, the paramount feature of human intelligence is flexibility, the ability to continually update prior knowledge and to generate predictio",26,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896095,1862
1.0,number,ai_implementation_count,financial_services,"AI_Tools_Usage   AI_Integration_Level (the com- bined influence of AI tools usage and integration level), A",16,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.816070,3876
20.0,number,ai_implementation_count,financial_services,"AI_Tools_Usage   AI_Integration_Level (the com- bined influence of AI tools usage and integration level), AI_Integr",16,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.816070,3877
4.0,number,ai_implementation_count,financial_services,"significant impact on the Random Forest model s predictions are presented in Figure 3, and the features for the XGBoost model are presented in Figure 4.",17,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Random Forest,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.816072,3879
