original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
11614,20.0,percentage,2025,percentages,ion by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs research 6/20/...,Duplicate record (keeping first occurrence),0.9,REMOVE,5479.0
11615,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11616,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11617,7.0,percentage,2025,percentages,"e 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11618,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11619,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11620,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11621,7.0,percentage,2025,percentages,"t 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11622,7.0,percentage,2025,percentages,". 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),0.9,REMOVE,5467.0
11623,7.0,usd,2025,productivity,"to businesses and society, they could drive a 7% (or almost $7 trillion) increase in global gdp and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5494.0
11624,150.0,billions_usd,2025,dollar_amounts,"e total addressable market for generative ai software to be $150 billion, compared with $685 billion...",Duplicate record (keeping first occurrence),0.9,REMOVE,5495.0
11625,685.0,billions_usd,2025,dollar_amounts,"or generative ai software to be $150 billion, compared with $685 billion for the global software ind...",Duplicate record (keeping first occurrence),0.9,REMOVE,5496.0
