id,source_id,metric_type,value,unit,year,sector,region,technology,context,confidence,page_number,created_at,updated_at,issue_type,issue_details
7575,3,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:08:49.278731,2025-07-20 00:08:49.278732,duplicate,Appears 6 times
7795,5,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:08:49.305996,2025-07-20 00:08:49.305996,duplicate,Appears 6 times
8248,17,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:08:49.390990,2025-07-20 00:08:49.390991,duplicate,Appears 6 times
8468,17,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:08:49.391381,2025-07-20 00:08:49.391382,duplicate,Appears 6 times
9520,17,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:08:49.393228,2025-07-20 00:08:49.393229,duplicate,Appears 6 times
11401,9,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:08:49.589612,2025-07-20 00:08:49.589613,duplicate,Appears 6 times
92,3,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:07:18.533742,2025-07-20 00:07:18.533742,duplicate,Appears 6 times
184,5,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:07:18.554104,2025-07-20 00:07:18.554105,duplicate,Appears 6 times
818,9,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:07:18.625357,2025-07-20 00:07:18.625357,duplicate,Appears 6 times
1446,3,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:07:18.743704,2025-07-20 00:07:18.743705,duplicate,Appears 6 times
1666,5,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:07:18.776250,2025-07-20 00:07:18.776251,duplicate,Appears 6 times
2119,17,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:07:18.874709,2025-07-20 00:07:18.874710,duplicate,Appears 6 times
2339,17,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:07:18.875005,2025-07-20 00:07:18.875006,duplicate,Appears 6 times
3391,17,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:07:18.876381,2025-07-20 00:07:18.876382,duplicate,Appears 6 times
5272,9,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:07:19.201993,2025-07-20 00:07:19.201994,duplicate,Appears 6 times
6221,3,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:08:49.045619,2025-07-20 00:08:49.045620,duplicate,Appears 6 times
6313,5,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:08:49.074865,2025-07-20 00:08:49.074866,duplicate,Appears 6 times
6947,9,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:08:49.155345,2025-07-20 00:08:49.155345,duplicate,Appears 6 times
7575,3,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:08:49.278731,2025-07-20 00:08:49.278732,duplicate,Appears 6 times
7795,5,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:08:49.305996,2025-07-20 00:08:49.305996,duplicate,Appears 6 times
8248,17,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:08:49.390990,2025-07-20 00:08:49.390991,duplicate,Appears 6 times
8468,17,financial_metric,1.0,billions_usd,2024,,,,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies are being developed e",0.7,,2025-07-20 00:08:49.391381,2025-07-20 00:08:49.391382,duplicate,Appears 6 times
9520,17,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:08:49.393228,2025-07-20 00:08:49.393229,duplicate,Appears 6 times
11401,9,financial_metric,1.0,billions_usd,2024,,,,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indicate that copilot eligi",0.7,,2025-07-20 00:08:49.589612,2025-07-20 00:08:49.589613,duplicate,Appears 6 times
883,11,productivity_metric,2.0,percentage,2024,,,,"AI's impact on labor productivity depends on its
capability and adoption timeline
Effect of AI adoption on annual labor productivity growth, 10-year adoption
period
ch less powerful
AI
er adoption (30",0.75,,2025-07-20 00:07:18.650578,2025-07-20 00:07:18.650579,duplicate,Appears 6 times
3579,17,productivity_metric,2.0,percentage,2024,,,,"AI's impact on labor productivity depends on its
capability and adoption timeline
Effect of AI adoption on annual labor productivity growth, 10-year adoption
period
ch less powerful
AI
er adoption (30",0.75,,2025-07-20 00:07:18.876637,2025-07-20 00:07:18.876638,duplicate,Appears 6 times
5460,11,productivity_metric,2.0,percentage,2024,,,,"AI's impact on labor productivity depends on its
capability and adoption timeline
Effect of AI adoption on annual labor productivity growth, 10-year adoption
period
ch less powerful
AI
er adoption (30",0.75,,2025-07-20 00:07:19.226079,2025-07-20 00:07:19.226079,duplicate,Appears 6 times
7012,11,productivity_metric,2.0,percentage,2024,,,,"AI's impact on labor productivity depends on its
capability and adoption timeline
Effect of AI adoption on annual labor productivity growth, 10-year adoption
period
ch less powerful
AI
er adoption (30",0.75,,2025-07-20 00:08:49.171461,2025-07-20 00:08:49.171461,duplicate,Appears 6 times
9708,17,productivity_metric,2.0,percentage,2024,,,,"AI's impact on labor productivity depends on its
capability and adoption timeline
Effect of AI adoption on annual labor productivity growth, 10-year adoption
period
ch less powerful
AI
er adoption (30",0.75,,2025-07-20 00:08:49.393548,2025-07-20 00:08:49.393549,duplicate,Appears 6 times
11589,11,productivity_metric,2.0,percentage,2024,,,,"AI's impact on labor productivity depends on its
capability and adoption timeline
Effect of AI adoption on annual labor productivity growth, 10-year adoption
period
ch less powerful
AI
er adoption (30",0.75,,2025-07-20 00:08:49.612406,2025-07-20 00:08:49.612407,duplicate,Appears 6 times
882,11,productivity_metric,7.0,percentage,2024,,,,"As tools using advances in natural language processing work their way into
businesses and society, they could drive a 7% (or almost $7 trillion) increase in global GDP and lift productivity growth by
",0.75,,2025-07-20 00:07:18.650577,2025-07-20 00:07:18.650578,duplicate,Appears 6 times
3578,17,productivity_metric,7.0,percentage,2024,,,,"As tools using advances in natural language processing work their way into
businesses and society, they could drive a 7% (or almost $7 trillion) increase in global GDP and lift productivity growth by
",0.75,,2025-07-20 00:07:18.876636,2025-07-20 00:07:18.876636,duplicate,Appears 6 times
5459,11,productivity_metric,7.0,percentage,2024,,,,"As tools using advances in natural language processing work their way into
businesses and society, they could drive a 7% (or almost $7 trillion) increase in global GDP and lift productivity growth by
",0.75,,2025-07-20 00:07:19.226077,2025-07-20 00:07:19.226078,duplicate,Appears 6 times
7011,11,productivity_metric,7.0,percentage,2024,,,,"As tools using advances in natural language processing work their way into
businesses and society, they could drive a 7% (or almost $7 trillion) increase in global GDP and lift productivity growth by
",0.75,,2025-07-20 00:08:49.171459,2025-07-20 00:08:49.171460,duplicate,Appears 6 times
9707,17,productivity_metric,7.0,percentage,2024,,,,"As tools using advances in natural language processing work their way into
businesses and society, they could drive a 7% (or almost $7 trillion) increase in global GDP and lift productivity growth by
",0.75,,2025-07-20 00:08:49.393546,2025-07-20 00:08:49.393547,duplicate,Appears 6 times
11588,11,productivity_metric,7.0,percentage,2024,,,,"As tools using advances in natural language processing work their way into
businesses and society, they could drive a 7% (or almost $7 trillion) increase in global GDP and lift productivity growth by
",0.75,,2025-07-20 00:08:49.612405,2025-07-20 00:08:49.612405,duplicate,Appears 6 times
853,10,productivity_metric,15.0,percentage,2024,,,,"Access to AI assistance 
increases worker productivity, as measured by issues resolved per hour, by 15% 
on average, with substantial heterogeneity across workers",0.75,,2025-07-20 00:07:18.642573,2025-07-20 00:07:18.642574,duplicate,Appears 6 times
3486,17,productivity_metric,15.0,percentage,2024,,,,"Access to AI assistance 
increases worker productivity, as measured by issues resolved per hour, by 15% 
on average, with substantial heterogeneity across workers",0.75,,2025-07-20 00:07:18.876514,2025-07-20 00:07:18.876515,duplicate,Appears 6 times
5367,10,productivity_metric,15.0,percentage,2024,,,,"Access to AI assistance 
increases worker productivity, as measured by issues resolved per hour, by 15% 
on average, with substantial heterogeneity across workers",0.75,,2025-07-20 00:07:19.214698,2025-07-20 00:07:19.214699,duplicate,Appears 6 times
6982,10,productivity_metric,15.0,percentage,2024,,,,"Access to AI assistance 
increases worker productivity, as measured by issues resolved per hour, by 15% 
on average, with substantial heterogeneity across workers",0.75,,2025-07-20 00:08:49.164080,2025-07-20 00:08:49.164081,duplicate,Appears 6 times
9615,17,productivity_metric,15.0,percentage,2024,,,,"Access to AI assistance 
increases worker productivity, as measured by issues resolved per hour, by 15% 
on average, with substantial heterogeneity across workers",0.75,,2025-07-20 00:08:49.393390,2025-07-20 00:08:49.393391,duplicate,Appears 6 times
11496,10,productivity_metric,15.0,percentage,2024,,,,"Access to AI assistance 
increases worker productivity, as measured by issues resolved per hour, by 15% 
on average, with substantial heterogeneity across workers",0.75,,2025-07-20 00:08:49.601614,2025-07-20 00:08:49.601615,duplicate,Appears 6 times
76,2,cost_metric,0.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526764,2025-07-20 00:07:18.526764,duplicate,Appears 6 times
1322,2,cost_metric,0.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.731708,2025-07-20 00:07:18.731709,duplicate,Appears 6 times
1995,17,cost_metric,0.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.874541,2025-07-20 00:07:18.874542,duplicate,Appears 6 times
6205,2,cost_metric,0.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:08:49.037331,2025-07-20 00:08:49.037331,duplicate,Appears 6 times
7451,2,cost_metric,0.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:08:49.264972,2025-07-20 00:08:49.264972,duplicate,Appears 6 times
8124,17,cost_metric,0.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:08:49.390768,2025-07-20 00:08:49.390769,duplicate,Appears 6 times
845,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:07:18.642554,2025-07-20 00:07:18.642554,duplicate,Appears 6 times
981,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:07:18.688808,2025-07-20 00:07:18.688808,duplicate,Appears 6 times
3478,17,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:07:18.876504,2025-07-20 00:07:18.876504,duplicate,Appears 6 times
4086,17,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:07:18.877321,2025-07-20 00:07:18.877322,duplicate,Appears 6 times
5359,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:07:19.214687,2025-07-20 00:07:19.214688,duplicate,Appears 6 times
5967,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:07:19.309523,2025-07-20 00:07:19.309523,duplicate,Appears 6 times
6974,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:08:49.164071,2025-07-20 00:08:49.164071,duplicate,Appears 6 times
7110,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:08:49.214314,2025-07-20 00:08:49.214315,duplicate,Appears 6 times
9607,17,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:08:49.393376,2025-07-20 00:08:49.393377,duplicate,Appears 6 times
10215,17,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:08:49.394421,2025-07-20 00:08:49.394422,duplicate,Appears 6 times
11488,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:08:49.601604,2025-07-20 00:08:49.601605,duplicate,Appears 6 times
12096,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:08:49.689282,2025-07-20 00:08:49.689283,duplicate,Appears 6 times
845,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:07:18.642554,2025-07-20 00:07:18.642554,duplicate,Appears 6 times
981,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:07:18.688808,2025-07-20 00:07:18.688808,duplicate,Appears 6 times
3478,17,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:07:18.876504,2025-07-20 00:07:18.876504,duplicate,Appears 6 times
4086,17,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:07:18.877321,2025-07-20 00:07:18.877322,duplicate,Appears 6 times
5359,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:07:19.214687,2025-07-20 00:07:19.214688,duplicate,Appears 6 times
5967,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:07:19.309523,2025-07-20 00:07:19.309523,duplicate,Appears 6 times
6974,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:08:49.164071,2025-07-20 00:08:49.164071,duplicate,Appears 6 times
7110,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:08:49.214314,2025-07-20 00:08:49.214315,duplicate,Appears 6 times
9607,17,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:08:49.393376,2025-07-20 00:08:49.393377,duplicate,Appears 6 times
10215,17,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:08:49.394421,2025-07-20 00:08:49.394422,duplicate,Appears 6 times
11488,10,cost_metric,3.0,billions_usd,2024,,,,"The 
GPT-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred approximately $5 million in training 
costs",0.75,,2025-07-20 00:08:49.601604,2025-07-20 00:08:49.601605,duplicate,Appears 6 times
12096,15,cost_metric,3.0,billions_usd,2024,,,,"This paper’s primary contributions are to provide a set of measurements of LLM impact po-
3Baumol’s cost disease is a theory that explains why the cost of labor-intensive services, such as health-
car",0.75,,2025-07-20 00:08:49.689282,2025-07-20 00:08:49.689283,duplicate,Appears 6 times
234,6,training_metric,0.0,percentage,2024,,,,"00%
Has your organization provided any AI-related
training or education programs for its employees?
AI_Training_Provided (0–2 scale,
2 for Yes)
No
63",0.75,,2025-07-20 00:07:18.564697,2025-07-20 00:07:18.564698,duplicate,Appears 6 times
2507,17,training_metric,0.0,percentage,2024,,,,"00%
Has your organization provided any AI-related
training or education programs for its employees?
AI_Training_Provided (0–2 scale,
2 for Yes)
No
63",0.75,,2025-07-20 00:07:18.875227,2025-07-20 00:07:18.875228,duplicate,Appears 6 times
4388,6,training_metric,0.0,percentage,2024,,,,"00%
Has your organization provided any AI-related
training or education programs for its employees?
AI_Training_Provided (0–2 scale,
2 for Yes)
No
63",0.75,,2025-07-20 00:07:19.094050,2025-07-20 00:07:19.094051,duplicate,Appears 6 times
6363,6,training_metric,0.0,percentage,2024,,,,"00%
Has your organization provided any AI-related
training or education programs for its employees?
AI_Training_Provided (0–2 scale,
2 for Yes)
No
63",0.75,,2025-07-20 00:08:49.088234,2025-07-20 00:08:49.088234,duplicate,Appears 6 times
8636,17,training_metric,0.0,percentage,2024,,,,"00%
Has your organization provided any AI-related
training or education programs for its employees?
AI_Training_Provided (0–2 scale,
2 for Yes)
No
63",0.75,,2025-07-20 00:08:49.391680,2025-07-20 00:08:49.391681,duplicate,Appears 6 times
10517,6,training_metric,0.0,percentage,2024,,,,"00%
Has your organization provided any AI-related
training or education programs for its employees?
AI_Training_Provided (0–2 scale,
2 for Yes)
No
63",0.75,,2025-07-20 00:08:49.510911,2025-07-20 00:08:49.510911,duplicate,Appears 6 times
232,6,training_metric,1.0,billions_usd,2024,,,,"AI_Integration_level (scale 1–10)
scale
numeric
On a scale of 1–10, how would you rate the complexity
of AI tools and systems used in your organization (1
being very simple and 10 being highly complex",0.75,,2025-07-20 00:07:18.564694,2025-07-20 00:07:18.564695,duplicate,Appears 6 times
2505,17,training_metric,1.0,billions_usd,2024,,,,"AI_Integration_level (scale 1–10)
scale
numeric
On a scale of 1–10, how would you rate the complexity
of AI tools and systems used in your organization (1
being very simple and 10 being highly complex",0.75,,2025-07-20 00:07:18.875224,2025-07-20 00:07:18.875225,duplicate,Appears 6 times
4386,6,training_metric,1.0,billions_usd,2024,,,,"AI_Integration_level (scale 1–10)
scale
numeric
On a scale of 1–10, how would you rate the complexity
of AI tools and systems used in your organization (1
being very simple and 10 being highly complex",0.75,,2025-07-20 00:07:19.094048,2025-07-20 00:07:19.094048,duplicate,Appears 6 times
6361,6,training_metric,1.0,billions_usd,2024,,,,"AI_Integration_level (scale 1–10)
scale
numeric
On a scale of 1–10, how would you rate the complexity
of AI tools and systems used in your organization (1
being very simple and 10 being highly complex",0.75,,2025-07-20 00:08:49.088231,2025-07-20 00:08:49.088232,duplicate,Appears 6 times
8634,17,training_metric,1.0,billions_usd,2024,,,,"AI_Integration_level (scale 1–10)
scale
numeric
On a scale of 1–10, how would you rate the complexity
of AI tools and systems used in your organization (1
being very simple and 10 being highly complex",0.75,,2025-07-20 00:08:49.391677,2025-07-20 00:08:49.391677,duplicate,Appears 6 times
10515,6,training_metric,1.0,billions_usd,2024,,,,"AI_Integration_level (scale 1–10)
scale
numeric
On a scale of 1–10, how would you rate the complexity
of AI tools and systems used in your organization (1
being very simple and 10 being highly complex",0.75,,2025-07-20 00:08:49.510908,2025-07-20 00:08:49.510909,duplicate,Appears 6 times
1016,16,training_metric,2.0,percentage,2024,,,,"In terms of skill content, more routine occupations such as office and admin
work, production and transportation stand to lose the most (6-8%), while higher-skilled occupations like
management, engine",0.75,,2025-07-20 00:07:18.697316,2025-07-20 00:07:18.697316,duplicate,Appears 6 times
4191,17,training_metric,2.0,percentage,2024,,,,"In terms of skill content, more routine occupations such as office and admin
work, production and transportation stand to lose the most (6-8%), while higher-skilled occupations like
management, engine",0.75,,2025-07-20 00:07:18.877465,2025-07-20 00:07:18.877466,duplicate,Appears 6 times
6072,16,training_metric,2.0,percentage,2024,,,,"In terms of skill content, more routine occupations such as office and admin
work, production and transportation stand to lose the most (6-8%), while higher-skilled occupations like
management, engine",0.75,,2025-07-20 00:07:19.321894,2025-07-20 00:07:19.321894,duplicate,Appears 6 times
7145,16,training_metric,2.0,percentage,2024,,,,"In terms of skill content, more routine occupations such as office and admin
work, production and transportation stand to lose the most (6-8%), while higher-skilled occupations like
management, engine",0.75,,2025-07-20 00:08:49.223940,2025-07-20 00:08:49.223941,duplicate,Appears 6 times
10320,17,training_metric,2.0,percentage,2024,,,,"In terms of skill content, more routine occupations such as office and admin
work, production and transportation stand to lose the most (6-8%), while higher-skilled occupations like
management, engine",0.75,,2025-07-20 00:08:49.394615,2025-07-20 00:08:49.394616,duplicate,Appears 6 times
12201,16,training_metric,2.0,percentage,2024,,,,"In terms of skill content, more routine occupations such as office and admin
work, production and transportation stand to lose the most (6-8%), while higher-skilled occupations like
management, engine",0.75,,2025-07-20 00:08:49.700069,2025-07-20 00:08:49.700070,duplicate,Appears 6 times
125,4,employment_metric,0.0,millions_usd,2024,,,,"tandard definition for smbs as businesses with fewer than 1,000 employees. small sized businesses are defined as those with fewer th",0.7,,2025-07-20 00:07:18.542528,2025-07-20 00:07:18.542528,duplicate,Appears 6 times
128,4,employment_metric,0.0,millions_usd,2024,,,,"his technology. when smbs – or companies with fewer than 1,000 employees – have implemented gai technology, they may be making bett",0.7,,2025-07-20 00:07:18.542531,2025-07-20 00:07:18.542532,duplicate,Appears 6 times
129,4,employment_metric,0.0,millions_usd,2024,,,,"on, medium-sized businesses – those with between 200 and 1,000 employees – have the highest adoption rates in germany, the uk, and t",0.7,,2025-07-20 00:07:18.542533,2025-07-20 00:07:18.542533,duplicate,Appears 6 times
788,8,employment_metric,0.0,millions_usd,2024,,,,"nal tier of government with over 1,000 (case c) and over 4,000 employees (case d). in cases e and f, the organizations are agencies",0.7,,2025-07-20 00:07:18.618196,2025-07-20 00:07:18.618198,duplicate,Appears 6 times
789,8,employment_metric,0.0,millions_usd,2024,,,,"administrations, g being a larger municipality with over 5,000 employees while h has 200. cases c to h operate in a monopoly enviro",0.7,,2025-07-20 00:07:18.618199,2025-07-20 00:07:18.618200,duplicate,Appears 6 times
1489,4,employment_metric,0.0,millions_usd,2024,,,,"tandard definition for smbs as businesses with fewer than 1,000 employees. small sized businesses are defined as those with fewer th",0.7,,2025-07-20 00:07:18.756613,2025-07-20 00:07:18.756614,duplicate,Appears 6 times
1492,4,employment_metric,0.0,millions_usd,2024,,,,"his technology. when smbs – or companies with fewer than 1,000 employees – have implemented gai technology, they may be making bett",0.7,,2025-07-20 00:07:18.756617,2025-07-20 00:07:18.756618,duplicate,Appears 6 times
1493,4,employment_metric,0.0,millions_usd,2024,,,,"on, medium-sized businesses – those with between 200 and 1,000 employees – have the highest adoption rates in germany, the uk, and t",0.7,,2025-07-20 00:07:18.756619,2025-07-20 00:07:18.756619,duplicate,Appears 6 times
2162,17,employment_metric,0.0,millions_usd,2024,,,,"tandard definition for smbs as businesses with fewer than 1,000 employees. small sized businesses are defined as those with fewer th",0.7,,2025-07-20 00:07:18.874766,2025-07-20 00:07:18.874766,duplicate,Appears 6 times
2165,17,employment_metric,0.0,millions_usd,2024,,,,"his technology. when smbs – or companies with fewer than 1,000 employees – have implemented gai technology, they may be making bett",0.7,,2025-07-20 00:07:18.874770,2025-07-20 00:07:18.874770,duplicate,Appears 6 times
2166,17,employment_metric,0.0,millions_usd,2024,,,,"on, medium-sized businesses – those with between 200 and 1,000 employees – have the highest adoption rates in germany, the uk, and t",0.7,,2025-07-20 00:07:18.874771,2025-07-20 00:07:18.874771,duplicate,Appears 6 times
3359,17,employment_metric,0.0,millions_usd,2024,,,,"nal tier of government with over 1,000 (case c) and over 4,000 employees (case d). in cases e and f, the organizations are agencies",0.7,,2025-07-20 00:07:18.876339,2025-07-20 00:07:18.876340,duplicate,Appears 6 times
3360,17,employment_metric,0.0,millions_usd,2024,,,,"administrations, g being a larger municipality with over 5,000 employees while h has 200. cases c to h operate in a monopoly enviro",0.7,,2025-07-20 00:07:18.876341,2025-07-20 00:07:18.876341,duplicate,Appears 6 times
5240,8,employment_metric,0.0,millions_usd,2024,,,,"nal tier of government with over 1,000 (case c) and over 4,000 employees (case d). in cases e and f, the organizations are agencies",0.7,,2025-07-20 00:07:19.192401,2025-07-20 00:07:19.192403,duplicate,Appears 6 times
5241,8,employment_metric,0.0,millions_usd,2024,,,,"administrations, g being a larger municipality with over 5,000 employees while h has 200. cases c to h operate in a monopoly enviro",0.7,,2025-07-20 00:07:19.192404,2025-07-20 00:07:19.192404,duplicate,Appears 6 times
